I_P  ,I_E,I_L  ,Q_E ,Q_P,Q_L  ,Labels
90184,50511,151574,93449,-57776,-72026,Spoofed
90185,50512,151575,93450,-57775,-72025,Spoofed
90186,50513,151576,93451,-57774,-72024,Spoofed
90187,50514,151577,93452,-57773,-72023,Spoofed
90188,50515,151578,93453,-57772,-72022,Spoofed
90189,50516,151579,93454,-57771,-72021,Spoofed
90190,50517,151580,93455,-57770,-72020,Spoofed
90191,50518,151581,93456,-57769,-72019,Spoofed
90192,50519,151582,93457,-57768,-72018,Spoofed
90193,50520,151583,93458,-57767,-72017,Spoofed
90194,50521,151584,93459,-57766,-72016,Spoofed
90195,50522,151585,93460,-57765,-72015,Spoofed
90196,50523,151586,93461,-57764,-72014,Spoofed
90197,50524,151587,93462,-57763,-72013,Spoofed
90198,50525,151588,93463,-57762,-72012,Spoofed
90199,50526,151589,93464,-57761,-72011,Spoofed
90200,50527,151590,93465,-57760,-72010,Spoofed
90201,50528,151591,93466,-57759,-72009,Spoofed
90202,50529,151592,93467,-57758,-72008,Spoofed
90203,50530,151593,93468,-57757,-72007,Spoofed
90204,50531,151594,93469,-57756,-72006,Spoofed
90205,50532,151595,93470,-57755,-72005,Spoofed
90206,50533,151596,93471,-57754,-72004,Spoofed
90207,50534,151597,93472,-57753,-72003,Spoofed
90208,50535,151598,93473,-57752,-72002,Spoofed
90209,50536,151599,93474,-57751,-72001,Spoofed
90210,50537,151600,93475,-57750,-72000,Spoofed
90211,50538,151601,93476,-57749,-71999,Spoofed
90212,50539,151602,93477,-57748,-71998,Spoofed
90213,50540,151603,93478,-57747,-71997,Spoofed
90214,50541,151604,93479,-57746,-71996,Spoofed
90215,50542,151605,93480,-57745,-71995,Spoofed
90216,50543,151606,93481,-57744,-71994,Spoofed
90217,50544,151607,93482,-57743,-71993,Spoofed
90218,50545,151608,93483,-57742,-71992,Spoofed
90219,50546,151609,93484,-57741,-71991,Spoofed
90220,50547,151610,93485,-57740,-71990,Spoofed
90221,50548,151611,93486,-57739,-71989,Spoofed
90222,50549,151612,93487,-57738,-71988,Spoofed
90223,50550,151613,93488,-57737,-71987,Spoofed
90224,50551,151614,93489,-57736,-71986,Spoofed
90225,50552,151615,93490,-57735,-71985,Spoofed
90226,50553,151616,93491,-57734,-71984,Spoofed
90227,50554,151617,93492,-57733,-71983,Spoofed
90228,50555,151618,93493,-57732,-71982,Spoofed
90229,50556,151619,93494,-57731,-71981,Spoofed
90230,50557,151620,93495,-57730,-71980,Spoofed
90231,50558,151621,93496,-57729,-71979,Spoofed
90232,50559,151622,93497,-57728,-71978,Spoofed
90233,50560,151623,93498,-57727,-71977,Spoofed
90234,50561,151624,93499,-57726,-71976,Spoofed
90235,50562,151625,93500,-57725,-71975,Spoofed
90236,50563,151626,93501,-57724,-71974,Spoofed
90237,50564,151627,93502,-57723,-71973,Spoofed
90238,50565,151628,93503,-57722,-71972,Spoofed
90239,50566,151629,93504,-57721,-71971,Spoofed
90240,50567,151630,93505,-57720,-71970,Spoofed
90241,50568,151631,93506,-57719,-71969,Spoofed
90242,50569,151632,93507,-57718,-71968,Spoofed
90243,50570,151633,93508,-57717,-71967,Spoofed
90244,50571,151634,93509,-57716,-71966,Spoofed
90245,50572,151635,93510,-57715,-71965,Spoofed
90246,50573,151636,93511,-57714,-71964,Spoofed
90247,50574,151637,93512,-57713,-71963,Spoofed
90248,50575,151638,93513,-57712,-71962,Spoofed
90249,50576,151639,93514,-57711,-71961,Spoofed
90250,50577,151640,93515,-57710,-71960,Spoofed
90251,50578,151641,93516,-57709,-71959,Spoofed
90252,50579,151642,93517,-57708,-71958,Spoofed
90253,50580,151643,93518,-57707,-71957,Spoofed
90254,50581,151644,93519,-57706,-71956,Spoofed
90255,50582,151645,93520,-57705,-71955,Spoofed
90256,50583,151646,93521,-57704,-71954,Spoofed
90257,50584,151647,93522,-57703,-71953,Spoofed
90258,50585,151648,93523,-57702,-71952,Spoofed
90259,50586,151649,93524,-57701,-71951,Spoofed
90260,50587,151650,93525,-57700,-71950,Spoofed
90261,50588,151651,93526,-57699,-71949,Spoofed
90262,50589,151652,93527,-57698,-71948,Spoofed
90263,50590,151653,93528,-57697,-71947,Spoofed
90264,50591,151654,93529,-57696,-71946,Spoofed
90265,50592,151655,93530,-57695,-71945,Spoofed
90266,50593,151656,93531,-57694,-71944,Spoofed
90267,50594,151657,93532,-57693,-71943,Spoofed
90268,50595,151658,93533,-57692,-71942,Spoofed
90269,50596,151659,93534,-57691,-71941,Spoofed
90270,50597,151660,93535,-57690,-71940,Spoofed
90271,50598,151661,93536,-57689,-71939,Spoofed
90272,50599,151662,93537,-57688,-71938,Spoofed
90273,50600,151663,93538,-57687,-71937,Spoofed
90274,50601,151664,93539,-57686,-71936,Spoofed
90275,50602,151665,93540,-57685,-71935,Spoofed
90276,50603,151666,93541,-57684,-71934,Spoofed
90277,50604,151667,93542,-57683,-71933,Spoofed
90278,50605,151668,93543,-57682,-71932,Spoofed
90279,50606,151669,93544,-57681,-71931,Spoofed
90280,50607,151670,93545,-57680,-71930,Spoofed
90281,50608,151671,93546,-57679,-71929,Spoofed
90282,50609,151672,93547,-57678,-71928,Spoofed
90283,50610,151673,93548,-57677,-71927,Spoofed
90284,50611,151674,93549,-57676,-71926,Spoofed
90285,50612,151675,93550,-57675,-71925,Spoofed
90286,50613,151676,93551,-57674,-71924,Spoofed
90287,50614,151677,93552,-57673,-71923,Spoofed
90288,50615,151678,93553,-57672,-71922,Spoofed
90289,50616,151679,93554,-57671,-71921,Spoofed
90290,50617,151680,93555,-57670,-71920,Spoofed
90291,50618,151681,93556,-57669,-71919,Spoofed
90292,50619,151682,93557,-57668,-71918,Spoofed
90293,50620,151683,93558,-57667,-71917,Spoofed
90294,50621,151684,93559,-57666,-71916,Spoofed
90295,50622,151685,93560,-57665,-71915,Spoofed
90296,50623,151686,93561,-57664,-71914,Spoofed
90297,50624,151687,93562,-57663,-71913,Spoofed
90298,50625,151688,93563,-57662,-71912,Spoofed
90299,50626,151689,93564,-57661,-71911,Spoofed
90300,50627,151690,93565,-57660,-71910,Spoofed
90301,50628,151691,93566,-57659,-71909,Spoofed
90302,50629,151692,93567,-57658,-71908,Spoofed
90303,50630,151693,93568,-57657,-71907,Spoofed
90304,50631,151694,93569,-57656,-71906,Spoofed
90305,50632,151695,93570,-57655,-71905,Spoofed
90306,50633,151696,93571,-57654,-71904,Spoofed
90307,50634,151697,93572,-57653,-71903,Spoofed
90308,50635,151698,93573,-57652,-71902,Spoofed
90309,50636,151699,93574,-57651,-71901,Spoofed
90310,50637,151700,93575,-57650,-71900,Spoofed
90311,50638,151701,93576,-57649,-71899,Spoofed
90312,50639,151702,93577,-57648,-71898,Spoofed
90313,50640,151703,93578,-57647,-71897,Spoofed
90314,50641,151704,93579,-57646,-71896,Spoofed
90315,50642,151705,93580,-57645,-71895,Spoofed
90316,50643,151706,93581,-57644,-71894,Spoofed
90317,50644,151707,93582,-57643,-71893,Spoofed
90318,50645,151708,93583,-57642,-71892,Spoofed
90319,50646,151709,93584,-57641,-71891,Spoofed
90320,50647,151710,93585,-57640,-71890,Spoofed
90321,50648,151711,93586,-57639,-71889,Spoofed
90322,50649,151712,93587,-57638,-71888,Spoofed
90323,50650,151713,93588,-57637,-71887,Spoofed
90324,50651,151714,93589,-57636,-71886,Spoofed
90325,50652,151715,93590,-57635,-71885,Spoofed
90326,50653,151716,93591,-57634,-71884,Spoofed
90327,50654,151717,93592,-57633,-71883,Spoofed
90328,50655,151718,93593,-57632,-71882,Spoofed
90329,50656,151719,93594,-57631,-71881,Spoofed
90330,50657,151720,93595,-57630,-71880,Spoofed
90331,50658,151721,93596,-57629,-71879,Spoofed
90332,50659,151722,93597,-57628,-71878,Spoofed
90333,50660,151723,93598,-57627,-71877,Spoofed
90334,50661,151724,93599,-57626,-71876,Spoofed
90335,50662,151725,93600,-57625,-71875,Spoofed
90336,50663,151726,93601,-57624,-71874,Spoofed
90337,50664,151727,93602,-57623,-71873,Spoofed
90338,50665,151728,93603,-57622,-71872,Spoofed
90339,50666,151729,93604,-57621,-71871,Spoofed
90340,50667,151730,93605,-57620,-71870,Spoofed
90341,50668,151731,93606,-57619,-71869,Spoofed
90342,50669,151732,93607,-57618,-71868,Spoofed
90343,50670,151733,93608,-57617,-71867,Spoofed
90344,50671,151734,93609,-57616,-71866,Spoofed
90345,50672,151735,93610,-57615,-71865,Spoofed
90346,50673,151736,93611,-57614,-71864,Spoofed
90347,50674,151737,93612,-57613,-71863,Spoofed
90348,50675,151738,93613,-57612,-71862,Spoofed
90349,50676,151739,93614,-57611,-71861,Spoofed
90350,50677,151740,93615,-57610,-71860,Spoofed
90351,50678,151741,93616,-57609,-71859,Spoofed
90352,50679,151742,93617,-57608,-71858,Spoofed
90353,50680,151743,93618,-57607,-71857,Spoofed
90354,50681,151744,93619,-57606,-71856,Spoofed
90355,50682,151745,93620,-57605,-71855,Spoofed
90356,50683,151746,93621,-57604,-71854,Spoofed
90357,50684,151747,93622,-57603,-71853,Spoofed
90358,50685,151748,93623,-57602,-71852,Spoofed
90359,50686,151749,93624,-57601,-71851,Spoofed
90360,50687,151750,93625,-57600,-71850,Spoofed
90361,50688,151751,93626,-57599,-71849,Spoofed
90362,50689,151752,93627,-57598,-71848,Spoofed
90363,50690,151753,93628,-57597,-71847,Spoofed
90364,50691,151754,93629,-57596,-71846,Spoofed
90365,50692,151755,93630,-57595,-71845,Spoofed
90366,50693,151756,93631,-57594,-71844,Spoofed
90367,50694,151757,93632,-57593,-71843,Spoofed
90368,50695,151758,93633,-57592,-71842,Spoofed
90369,50696,151759,93634,-57591,-71841,Spoofed
90370,50697,151760,93635,-57590,-71840,Spoofed
90371,50698,151761,93636,-57589,-71839,Spoofed
90372,50699,151762,93637,-57588,-71838,Spoofed
90373,50700,151763,93638,-57587,-71837,Spoofed
90374,50701,151764,93639,-57586,-71836,Spoofed
90375,50702,151765,93640,-57585,-71835,Spoofed
90376,50703,151766,93641,-57584,-71834,Spoofed
90377,50704,151767,93642,-57583,-71833,Spoofed
90378,50705,151768,93643,-57582,-71832,Spoofed
90379,50706,151769,93644,-57581,-71831,Spoofed
90380,50707,151770,93645,-57580,-71830,Spoofed
90381,50708,151771,93646,-57579,-71829,Spoofed
90382,50709,151772,93647,-57578,-71828,Spoofed
90383,50710,151773,93648,-57577,-71827,Spoofed
90384,50711,151774,93649,-57576,-71826,Spoofed
90385,50712,151775,93650,-57575,-71825,Spoofed
90386,50713,151776,93651,-57574,-71824,Spoofed
90387,50714,151777,93652,-57573,-71823,Spoofed
90388,50715,151778,93653,-57572,-71822,Spoofed
90389,50716,151779,93654,-57571,-71821,Spoofed
90390,50717,151780,93655,-57570,-71820,Spoofed
90391,50718,151781,93656,-57569,-71819,Spoofed
90392,50719,151782,93657,-57568,-71818,Spoofed
90393,50720,151783,93658,-57567,-71817,Spoofed
90394,50721,151784,93659,-57566,-71816,Spoofed
90395,50722,151785,93660,-57565,-71815,Spoofed
90396,50723,151786,93661,-57564,-71814,Spoofed
90397,50724,151787,93662,-57563,-71813,Spoofed
90398,50725,151788,93663,-57562,-71812,Spoofed
90399,50726,151789,93664,-57561,-71811,Spoofed
90400,50727,151790,93665,-57560,-71810,Spoofed
90401,50728,151791,93666,-57559,-71809,Spoofed
90402,50729,151792,93667,-57558,-71808,Spoofed
90403,50730,151793,93668,-57557,-71807,Spoofed
90404,50731,151794,93669,-57556,-71806,Spoofed
90405,50732,151795,93670,-57555,-71805,Spoofed
90406,50733,151796,93671,-57554,-71804,Spoofed
90407,50734,151797,93672,-57553,-71803,Spoofed
90408,50735,151798,93673,-57552,-71802,Spoofed
90409,50736,151799,93674,-57551,-71801,Spoofed
90410,50737,151800,93675,-57550,-71800,Spoofed
90411,50738,151801,93676,-57549,-71799,Spoofed
90412,50739,151802,93677,-57548,-71798,Spoofed
90413,50740,151803,93678,-57547,-71797,Spoofed
90414,50741,151804,93679,-57546,-71796,Spoofed
90415,50742,151805,93680,-57545,-71795,Spoofed
90416,50743,151806,93681,-57544,-71794,Spoofed
90417,50744,151807,93682,-57543,-71793,Spoofed
90418,50745,151808,93683,-57542,-71792,Spoofed
90419,50746,151809,93684,-57541,-71791,Spoofed
90420,50747,151810,93685,-57540,-71790,Spoofed
90421,50748,151811,93686,-57539,-71789,Spoofed
90422,50749,151812,93687,-57538,-71788,Spoofed
90423,50750,151813,93688,-57537,-71787,Spoofed
90424,50751,151814,93689,-57536,-71786,Spoofed
90425,50752,151815,93690,-57535,-71785,Spoofed
90426,50753,151816,93691,-57534,-71784,Spoofed
90427,50754,151817,93692,-57533,-71783,Spoofed
90428,50755,151818,93693,-57532,-71782,Spoofed
90429,50756,151819,93694,-57531,-71781,Spoofed
90430,50757,151820,93695,-57530,-71780,Spoofed
90431,50758,151821,93696,-57529,-71779,Spoofed
90432,50759,151822,93697,-57528,-71778,Spoofed
90433,50760,151823,93698,-57527,-71777,Spoofed
90434,50761,151824,93699,-57526,-71776,Spoofed
90435,50762,151825,93700,-57525,-71775,Spoofed
90436,50763,151826,93701,-57524,-71774,Spoofed
90437,50764,151827,93702,-57523,-71773,Spoofed
90438,50765,151828,93703,-57522,-71772,Spoofed
90439,50766,151829,93704,-57521,-71771,Spoofed
90440,50767,151830,93705,-57520,-71770,Spoofed
90441,50768,151831,93706,-57519,-71769,Spoofed
90442,50769,151832,93707,-57518,-71768,Spoofed
90443,50770,151833,93708,-57517,-71767,Spoofed
90444,50771,151834,93709,-57516,-71766,Spoofed
90445,50772,151835,93710,-57515,-71765,Spoofed
90446,50773,151836,93711,-57514,-71764,Spoofed
90447,50774,151837,93712,-57513,-71763,Spoofed
90448,50775,151838,93713,-57512,-71762,Spoofed
90449,50776,151839,93714,-57511,-71761,Spoofed
90450,50777,151840,93715,-57510,-71760,Spoofed
90451,50778,151841,93716,-57509,-71759,Spoofed
90452,50779,151842,93717,-57508,-71758,Spoofed
90453,50780,151843,93718,-57507,-71757,Spoofed
90454,50781,151844,93719,-57506,-71756,Spoofed
90455,50782,151845,93720,-57505,-71755,Spoofed
90456,50783,151846,93721,-57504,-71754,Spoofed
90457,50784,151847,93722,-57503,-71753,Spoofed
90458,50785,151848,93723,-57502,-71752,Spoofed
90459,50786,151849,93724,-57501,-71751,Spoofed
90460,50787,151850,93725,-57500,-71750,Spoofed
90461,50788,151851,93726,-57499,-71749,Spoofed
90462,50789,151852,93727,-57498,-71748,Spoofed
90463,50790,151853,93728,-57497,-71747,Spoofed
90464,50791,151854,93729,-57496,-71746,Spoofed
90465,50792,151855,93730,-57495,-71745,Spoofed
90466,50793,151856,93731,-57494,-71744,Spoofed
90467,50794,151857,93732,-57493,-71743,Spoofed
90468,50795,151858,93733,-57492,-71742,Spoofed
90469,50796,151859,93734,-57491,-71741,Spoofed
90470,50797,151860,93735,-57490,-71740,Spoofed
90471,50798,151861,93736,-57489,-71739,Spoofed
90472,50799,151862,93737,-57488,-71738,Spoofed
90473,50800,151863,93738,-57487,-71737,Spoofed
90474,50801,151864,93739,-57486,-71736,Spoofed
90475,50802,151865,93740,-57485,-71735,Spoofed
90476,50803,151866,93741,-57484,-71734,Spoofed
90477,50804,151867,93742,-57483,-71733,Spoofed
90478,50805,151868,93743,-57482,-71732,Spoofed
90479,50806,151869,93744,-57481,-71731,Spoofed
90480,50807,151870,93745,-57480,-71730,Spoofed
90481,50808,151871,93746,-57479,-71729,Spoofed
90482,50809,151872,93747,-57478,-71728,Spoofed
90483,50810,151873,93748,-57477,-71727,Spoofed
90484,50811,151874,93749,-57476,-71726,Spoofed
90485,50812,151875,93750,-57475,-71725,Spoofed
90486,50813,151876,93751,-57474,-71724,Spoofed
90487,50814,151877,93752,-57473,-71723,Spoofed
90488,50815,151878,93753,-57472,-71722,Spoofed
90489,50816,151879,93754,-57471,-71721,Spoofed
90490,50817,151880,93755,-57470,-71720,Spoofed
90491,50818,151881,93756,-57469,-71719,Spoofed
90492,50819,151882,93757,-57468,-71718,Spoofed
90493,50820,151883,93758,-57467,-71717,Spoofed
90494,50821,151884,93759,-57466,-71716,Spoofed
90495,50822,151885,93760,-57465,-71715,Spoofed
90496,50823,151886,93761,-57464,-71714,Spoofed
90497,50824,151887,93762,-57463,-71713,Spoofed
90498,50825,151888,93763,-57462,-71712,Spoofed
90499,50826,151889,93764,-57461,-71711,Spoofed
90500,50827,151890,93765,-57460,-71710,Spoofed
90501,50828,151891,93766,-57459,-71709,Spoofed
90502,50829,151892,93767,-57458,-71708,Spoofed
90503,50830,151893,93768,-57457,-71707,Spoofed
90504,50831,151894,93769,-57456,-71706,Spoofed
90505,50832,151895,93770,-57455,-71705,Spoofed
90506,50833,151896,93771,-57454,-71704,Spoofed
90507,50834,151897,93772,-57453,-71703,Spoofed
90508,50835,151898,93773,-57452,-71702,Spoofed
90509,50836,151899,93774,-57451,-71701,Spoofed
90510,50837,151900,93775,-57450,-71700,Spoofed
90511,50838,151901,93776,-57449,-71699,Spoofed
90512,50839,151902,93777,-57448,-71698,Spoofed
90513,50840,151903,93778,-57447,-71697,Spoofed
90514,50841,151904,93779,-57446,-71696,Spoofed
90515,50842,151905,93780,-57445,-71695,Spoofed
90516,50843,151906,93781,-57444,-71694,Spoofed
90517,50844,151907,93782,-57443,-71693,Spoofed
90518,50845,151908,93783,-57442,-71692,Spoofed
90519,50846,151909,93784,-57441,-71691,Spoofed
90520,50847,151910,93785,-57440,-71690,Spoofed
90521,50848,151911,93786,-57439,-71689,Spoofed
90522,50849,151912,93787,-57438,-71688,Spoofed
90523,50850,151913,93788,-57437,-71687,Spoofed
90524,50851,151914,93789,-57436,-71686,Spoofed
90525,50852,151915,93790,-57435,-71685,Spoofed
90526,50853,151916,93791,-57434,-71684,Spoofed
90527,50854,151917,93792,-57433,-71683,Spoofed
90528,50855,151918,93793,-57432,-71682,Spoofed
90529,50856,151919,93794,-57431,-71681,Spoofed
90530,50857,151920,93795,-57430,-71680,Spoofed
90531,50858,151921,93796,-57429,-71679,Spoofed
90532,50859,151922,93797,-57428,-71678,Spoofed
90533,50860,151923,93798,-57427,-71677,Spoofed
90534,50861,151924,93799,-57426,-71676,Spoofed
90535,50862,151925,93800,-57425,-71675,Spoofed
90536,50863,151926,93801,-57424,-71674,Spoofed
90537,50864,151927,93802,-57423,-71673,Spoofed
90538,50865,151928,93803,-57422,-71672,Spoofed
90539,50866,151929,93804,-57421,-71671,Spoofed
90540,50867,151930,93805,-57420,-71670,Spoofed
90541,50868,151931,93806,-57419,-71669,Spoofed
90542,50869,151932,93807,-57418,-71668,Spoofed
90543,50870,151933,93808,-57417,-71667,Spoofed
90544,50871,151934,93809,-57416,-71666,Spoofed
90545,50872,151935,93810,-57415,-71665,Spoofed
90546,50873,151936,93811,-57414,-71664,Spoofed
90547,50874,151937,93812,-57413,-71663,Spoofed
90548,50875,151938,93813,-57412,-71662,Spoofed
90549,50876,151939,93814,-57411,-71661,Spoofed
90550,50877,151940,93815,-57410,-71660,Spoofed
90551,50878,151941,93816,-57409,-71659,Spoofed
90552,50879,151942,93817,-57408,-71658,Spoofed
90553,50880,151943,93818,-57407,-71657,Spoofed
90554,50881,151944,93819,-57406,-71656,Spoofed
90555,50882,151945,93820,-57405,-71655,Spoofed
90556,50883,151946,93821,-57404,-71654,Spoofed
90557,50884,151947,93822,-57403,-71653,Spoofed
90558,50885,151948,93823,-57402,-71652,Spoofed
90559,50886,151949,93824,-57401,-71651,Spoofed
90560,50887,151950,93825,-57400,-71650,Spoofed
90561,50888,151951,93826,-57399,-71649,Spoofed
90562,50889,151952,93827,-57398,-71648,Spoofed
90563,50890,151953,93828,-57397,-71647,Spoofed
90564,50891,151954,93829,-57396,-71646,Spoofed
90565,50892,151955,93830,-57395,-71645,Spoofed
90566,50893,151956,93831,-57394,-71644,Spoofed
90567,50894,151957,93832,-57393,-71643,Spoofed
90568,50895,151958,93833,-57392,-71642,Spoofed
90569,50896,151959,93834,-57391,-71641,Spoofed
90570,50897,151960,93835,-57390,-71640,Spoofed
90571,50898,151961,93836,-57389,-71639,Spoofed
90572,50899,151962,93837,-57388,-71638,Spoofed
90573,50900,151963,93838,-57387,-71637,Spoofed
90574,50901,151964,93839,-57386,-71636,Spoofed
90575,50902,151965,93840,-57385,-71635,Spoofed
90576,50903,151966,93841,-57384,-71634,Spoofed
90577,50904,151967,93842,-57383,-71633,Spoofed
90578,50905,151968,93843,-57382,-71632,Spoofed
90579,50906,151969,93844,-57381,-71631,Spoofed
90580,50907,151970,93845,-57380,-71630,Spoofed
90581,50908,151971,93846,-57379,-71629,Spoofed
90582,50909,151972,93847,-57378,-71628,Spoofed
90583,50910,151973,93848,-57377,-71627,Spoofed
90584,50911,151974,93849,-57376,-71626,Spoofed
